,id,price,signed,deadline,method,procurer,supplier,proinn,supinn,registered,address,number,mail,code,product
355,2662400243317000110,"2 746 628,00 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""НИЖНЕТУРИНСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6624002433,5612042824,22.05.2014,"['143421, ОБЛ МОСКОВСКАЯ 50, Р-Н КРАСНОГОРСКИЙ, АВТОДОРОГА БАЛТИЯ, ТЕР 26 КМ БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",8-34342-21310,sesd@ies-holding.com,35.11.10.112,Договор энергоснабжения
356,2663900892816000004,"1 065 262,44 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ЧЕРНОУСОВСКАЯ ШКОЛА-ИНТЕРНАТ, РЕАЛИЗУЮЩАЯ АДАПТИРОВАННЫЕ ОСНОВНЫЕ ОБЩЕОБРАЗОВАТЕЛЬНЫЕ ПРОГРАММЫ""","Муниципальное унитарное предприятие ""Новые технологии"" Белоярского городского округа",6639008928,6683008067,13.02.2015,"['624030, Свердловская область, р.п. Белоярский, ул. Химиков, 12']",8-34377-7-49-28,mup_nt@mail.ru,35.30.11.120,Отпуск тепловой энергии
357,3666404193616000002,"1 859 163,54 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ - СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 55,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС"" (ПАО ""Т ПЛЮС"")",6664041936,6315376946,15.06.2015,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, СТРОЕНИЕ 3']",7-343-3555413,N.G.Maltseva@ies-holding.com,35.30.12.140,Теплоснабжение и поставка горячей воды
358,3661901221016000003,"1 053 313,57 ",2016-01-01,2017-01-18,"Закупка у единственного поставщика (подрядчика, исполнителя)",МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БОЛЬШЕТАВРИНСКИЙ ДЕТСКИЙ САД №1,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6619012210,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",8-34394-51285,sesb@ies-holding.com,35.14.10.000,Поставка электрической энергии
359,3665200508016000010,"1 484 000,00 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ ""УРАЛЬСКИЕ САМОЦВЕТЫ""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6652005080,5612042824,22.05.2014,"['143421, ОБЛ МОСКОВСКАЯ 50, Р-Н КРАСНОГОРСКИЙ, АВТОДОРОГА БАЛТИЯ, ТЕР 26 КМ БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-343-0000000,seie@eis-holding.com,35.11.10.119,Электроэнергия
360,1662300653016000007,"1 545 378,37 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ-УПРАВЛЕНИЕ ПЕНСИОННОГО ФОНДА РОССИЙСКОЙ ФЕДЕРАЦИИ В ГОРОДЕ НИЖНЕМ ТАГИЛЕ И ПРИГОРОДНОМ РАЙОНЕ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСКОММУНЭНЕРГО"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСКОММУНЭНЕРГО"")",6623006530,7709538063,26.06.2013,"['369000, Респ КАРАЧАЕВО-ЧЕРКЕССКАЯ 09, г ЧЕРКЕССК, пр-кт ЛЕНИНА, 147', 'Адрес филиала: 622016, Свердловская область, г.Нижний Тагил, ул.Вогульская, 55']",7-3435-230200,kvit@rcen-nt.ru,35.12.10.110,Поставка электрической энергии
361,1666000816616000004,"6 974 357,47 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МАТЕМАТИКИ И МЕХАНИКИ ИМ. Н.Н. КРАСОВСКОГО УРАЛЬСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ  АДМИНИСТРАТИВНО-ХОЗЯЙСТВЕННОЕ УПРАВЛЕНИЕ УРАЛЬСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК (АХУ УРО РАН),6660008166,6660011200,15.11.1994,"['620990, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул ПЕРВОМАЙСКАЯ, 91']",7-343-3744454,energetik_ahu@mail.ru,35.12.10.110,Активная мощность
362,3662901853216000013,"3 809 046,77 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СПОРТИВНЫЙ КЛУБ ""КЕДР"" НОВОУРАЛЬСКОГО ГОРОДСКОГО ОКРУГА","""НОВОУРАЛЬСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОУРАЛЬСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ"")",6629018532,6629018839,20.03.2006,"['624130, обл СВЕРДЛОВСКАЯ 66, г НОВОУРАЛЬСК, ул САДОВАЯ, 15, А']",7-34370-98864,nuesk@novotec.ru,35.12.10.110,Электрическая энергия (мощность)
363,3666106367416000001,"1 996 105,42 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ - СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 154,"""Екатеринбургэнергосбыт""",6661063674,6671250899,30.01.2008,"['620144, Свердловская область, город Екатеринбург, ул.Сурикова, 48']",3590759,budget@eens.ru,35.12.10.110,Продажа и передача электрической энергии
364,3662702008516000006,"10 694 389,10 ",2016-01-01,2017-01-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГОРОДСКИМ ХОЗЯЙСТВОМ""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6627020085,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-34397-35602,sesb@ies-holdihg.com,35.13.10.000,поставка электрической энергии
365,1665808957716000023,"5 907 000,00 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",УПРАВЛЕНИЕ СУДЕБНОГО ДЕПАРТАМЕНТА В СВЕРДЛОВСКОЙ ОБЛАСТИ,"Макрорегиональный филиал ""УРАЛ ПУБЛИЧНОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОСТЕЛЕКОМ""",6658089577,7707049388,25.07.2006,"['191002, г САНКТ-ПЕТЕРБУРГ 78, ул ДОСТОЕВСКОГО, 15']",8-343-3589843,URAL@URAL.RT.RU,61.20.11.000,Оказание услуг общедоступной электрической связи юридическому лицу
366,3663700292016000003,"1 090 100,00 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","Муниципальное казенное общеобразовательное учреждение Ачитского городского округа ""Заринская средняя общеобразовательная школа""",МУНИЦИПАЛЬНОЕ УНИТАРНОЕ  ПРЕДПРИЯТИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АЧИТСКОГО ГОРОДСКОГО ОКРУГА (МУП ЖКХ АГО),6637002920,6637000320,30.06.1991,"['623230, обл СВЕРДЛОВСКАЯ 66, рп АЧИТ, ул СВОБОДЫ, 2']",7-34391-71352,gkhmup@mail.ru,35.30.11.120,Поставка тепловой энергии и подогрев ГВС
367,1666000099216000003,"2 492 108,84 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ  ИНСТИТУТ ОРГАНИЧЕСКОГО СИНТЕЗА ИМ. И.Я. ПОСТОВСКОГО УРАЛЬСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ  АДМИНИСТРАТИВНО-ХОЗЯЙСТВЕННОЕ УПРАВЛЕНИЕ УРАЛЬСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК (АХУ УРО РАН),6660000992,6660011200,15.11.1994,"['620990, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул ПЕРВОМАЙСКАЯ, 91']",7-343-3745030,energik53@mail.ru,35.12.10.110,Оказание услуг по снабжению электрической энергией
368,3665201161616000002,"2 152 643,95 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 18"" П. ОКТЯБРЬСКИЙ","МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ""ЗАПАДНОЕ"" СЫСЕРТСКОГО ГОРОДСКОГО ОКРУГА (МУП ЖКХ ""ЗАПАДНОЕ"")",6652011616,6652015850,01.01.2012,"['624016, обл СВЕРДЛОВСКАЯ 66, р-н СЫСЕРТСКИЙ, с ПАТРУШИ, ул КОЛХОЗНАЯ, 1']",7-34374-64402,Feniksred@rambler.ru,35.30.11.120,Тепловая энергия
369,1666001346216000056,"5 062 700,00 ",2016-01-01,2017-01-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТРАЛЬНАЯ МЕДИКО-САНИТАРНАЯ ЧАСТЬ № 31 ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УЭХК-ТЕЛЕКОМ"" (ООО ""УЭХК-ТЕЛЕКОМ"")",6660013462,6629026082,11.10.2010,"['624130, обл СВЕРДЛОВСКАЯ 66, г НОВОУРАЛЬСК, ул АВТОЗАВОДСКАЯ, 3']",7-34370-21788,ueip-tel@netgts.ru,61.10.11.110,Услуги телефонной связи
370,3662100811616000001,"2 664 000,00 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ ""КАМЕННЫЙ ЦВЕТОК""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6621008116,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-3435-471694,sesb@ies-holding.com,35.12.10.110,Поставка электроэнергии
371,3661500670616000002,"2 601 723,16 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №2""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6615006706,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-3435-471694,sebs@ies-holding.com,35.14.10.000,электроэнергия
372,3661300432616000003,"1 770 647,99 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СКАТИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРМЬЭНЕРГОСЕРВИС"" (ООО ""ПЕРМЬЭНЕРГОСЕРВИС"")",6613004326,5907048268,20.12.2011,"['620149, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул ЗООЛОГИЧЕСКАЯ, 4, ОФИС 9']",7-343-2402798,skatshkola@yandex.ru,35.30.11.120,поставка тепловой энергии
374,1666001346216000055,"8 533 000,00 ",2016-01-01,2017-01-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТРАЛЬНАЯ МЕДИКО-САНИТАРНАЯ ЧАСТЬ № 31 ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""","МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ НОВОУРАЛЬСКОГО ГОРОДСКОГО ОКРУГА ""ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОЕ ХОЗЯЙСТВО"" (МУП ""ВОДОКАНАЛ"")",6660013462,6629007749,01.01.2012,"['624130, обл СВЕРДЛОВСКАЯ 66, г НОВОУРАЛЬСК, ул АВТОЗАВОДСКАЯ, 29']",7-34370-23177,mup.vodokanal@mail.ru,36.00.20.160,Услуги холодного водоснабжения и водоотведения
375,1666403396716000002,"2 320 000,00 ",2016-01-01,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""УРАЛЬСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ДЕРМАТОВЕНЕРОЛОГИИ И ИММУНОПАТОЛОГИИ""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕКАТЕРИНБУРГЭНЕРГОСБЫТ"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕКАТЕРИНБУРГЭНЕРГОСБЫТ"")",6664033967,6671250899,30.01.2008,"['620144, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул СУРИКОВА, ДОМ 48']",7-343-2157693,budget@eens.ru,35.12.10.110,Электроснабжение
376,1666001120018000020,"1 843 345,61 ",2016-01-01,2018-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ АДМИНИСТРАТИВНО-ХОЗЯЙСТВЕННОЕ УПРАВЛЕНИЕ УРАЛЬСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕКАТЕРИНБУРГЭНЕРГОСБЫТ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕКАТЕРИНБУРГЭНЕРГОСБЫТ"")",6660011200,6671250899,30.01.2008,"['620144, ОБЛ СВЕРДЛОВСКАЯ 66, Г ЕКАТЕРИНБУРГ, УЛ СУРИКОВА, ДОМ 48']",7-343-2157693,budget@eens.ru,35.14.10.000,"Энергоснабжение (за активную мощность Потребителя 6 - г. Екатеринбург, ул. Первомайская, д. 91)"
